,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"beta_cos[Hampson, Garrett]",-0.442,0.146,-0.73,-0.178,0.001,0.002,13568.0,5356.0,1.0
"beta_cos[Thompson, Trayce]",-0.309,0.195,-0.665,0.051,0.002,0.002,15447.0,6070.0,1.0
"beta_cos[Olivares, Edward]",-0.289,0.223,-0.709,0.127,0.002,0.003,17320.0,5232.0,1.0
"beta_cos[Reyes, Victor]",-0.366,0.203,-0.767,-0.011,0.002,0.003,15549.0,5904.0,1.0
"beta_cos[Cameron, Daz]",-0.379,0.2,-0.761,-0.013,0.002,0.003,15163.0,5784.0,1.0
"beta_cos[Brown, Seth]",-0.383,0.208,-0.77,0.008,0.002,0.003,12537.0,5948.0,1.0
"beta_cos[Pederson, Joc]",-0.353,0.21,-0.764,0.031,0.002,0.003,14944.0,5771.0,1.0
"beta_cos[Hamilton, Billy]",-0.49,0.201,-0.862,-0.102,0.002,0.003,16614.0,5471.0,1.0
"beta_cos[Grichuk, Randal]",-0.579,0.148,-0.85,-0.299,0.001,0.002,13130.0,5593.0,1.0
"beta_cos[Zimmer, Bradley]",-0.481,0.179,-0.828,-0.16,0.001,0.002,15366.0,6065.0,1.0
"beta_cos[Gordon, Nick]",-0.296,0.172,-0.626,0.028,0.002,0.002,13050.0,5385.0,1.0
"beta_cos[Dyson, Jarrod]",-0.504,0.201,-0.898,-0.141,0.002,0.003,15197.0,5678.0,1.0
"beta_cos[Florial, Estevan]",-0.407,0.197,-0.776,-0.044,0.002,0.002,15782.0,5879.0,1.0
"beta_cos[Dickerson, Corey]",-0.301,0.231,-0.723,0.148,0.002,0.003,13997.0,5491.0,1.0
"beta_cos[García, Leury]",-0.209,0.206,-0.583,0.187,0.002,0.003,13746.0,5754.0,1.0
"beta_cos[Judge, Aaron]",-0.481,0.128,-0.719,-0.245,0.001,0.001,15685.0,5898.0,1.0
"beta_cos[Hill, Derek]",-0.615,0.15,-0.9,-0.34,0.001,0.002,13855.0,5884.0,1.0
"beta_cos[Akiyama, Shogo]",-0.529,0.199,-0.913,-0.169,0.002,0.002,12744.0,5744.0,1.0
"beta_cos[Hays, Austin]",-0.422,0.218,-0.821,0.011,0.002,0.003,16064.0,5544.0,1.0
"beta_cos[Pillar, Kevin]",-0.402,0.161,-0.702,-0.095,0.001,0.002,14984.0,5848.0,1.0
"beta_cos[Winker, Jesse]",-0.39,0.23,-0.84,0.029,0.002,0.003,15657.0,5876.0,1.0
"beta_cos[Brinson, Lewis]",-0.413,0.198,-0.791,-0.048,0.002,0.003,12489.0,5815.0,1.0
"beta_cos[Happ, Ian]",-0.289,0.189,-0.653,0.068,0.002,0.002,13863.0,5943.0,1.0
"beta_cos[Marte, Ketel]",-0.349,0.164,-0.655,-0.039,0.001,0.002,12248.0,6382.0,1.0
"beta_cos[Aquino, Aristides]",-0.397,0.22,-0.796,0.016,0.002,0.003,13589.0,5444.0,1.0
"beta_cos[Almora Jr., Albert]",-0.179,0.202,-0.55,0.203,0.002,0.002,13067.0,5710.0,1.0
"beta_cos[Naquin, Tyler]",-0.329,0.176,-0.647,0.016,0.001,0.002,14101.0,5868.0,1.0
"beta_cos[Cave, Jake]",-0.502,0.197,-0.859,-0.123,0.002,0.003,15859.0,6066.0,1.0
"beta_cos[Wade, Tyler]",-0.346,0.226,-0.762,0.081,0.002,0.003,15124.0,5689.0,1.0
"beta_cos[Dubón, Mauricio]",-0.608,0.165,-0.915,-0.293,0.001,0.002,15233.0,5956.0,1.0
"beta_cos[Tucker, Cole]",-0.459,0.225,-0.896,-0.048,0.002,0.003,13555.0,5324.0,1.0
"beta_cos[Hermosillo, Michael]",-0.57,0.213,-0.992,-0.186,0.002,0.003,13254.0,5469.0,1.0
"beta_cos[Santana, Danny]",-0.305,0.222,-0.736,0.116,0.002,0.003,15645.0,5747.0,1.0
"beta_cos[Duran, Jarren]",-0.139,0.126,-0.387,0.087,0.001,0.002,13838.0,5744.0,1.0
"beta_cos[Bonifacio, Jorge]",-0.375,0.23,-0.81,0.049,0.002,0.003,12152.0,6090.0,1.0
"beta_cos[Robles, Victor]",-0.044,0.115,-0.264,0.165,0.001,0.001,13357.0,5757.0,1.0
"beta_cos[Palacios, Joshua]",-0.328,0.215,-0.742,0.059,0.002,0.003,13991.0,5825.0,1.0
"beta_cos[Williams, Luke]",-0.248,0.225,-0.661,0.184,0.002,0.003,14746.0,6142.0,1.0
"beta_cos[Goodwin, Brian]",-0.242,0.211,-0.643,0.149,0.002,0.003,14213.0,5109.0,1.0
"beta_cos[Fraley, Jake]",-0.444,0.2,-0.807,-0.05,0.002,0.002,14498.0,6128.0,1.0
"beta_cos[Refsnyder, Rob]",-0.309,0.182,-0.642,0.031,0.002,0.002,13619.0,6157.0,1.0
"beta_cos[Davis, Jonathan]",-0.291,0.17,-0.617,0.019,0.001,0.002,14366.0,5669.0,1.0
"beta_cos[Moniak, Mickey]",-0.488,0.155,-0.774,-0.193,0.001,0.002,15698.0,5150.0,1.0
"beta_cos[Martin, Jason]",-0.401,0.228,-0.813,0.033,0.002,0.003,12325.0,6219.0,1.0
"beta_cos[Park, Hoy]",-0.389,0.224,-0.813,0.029,0.002,0.003,15006.0,5684.0,1.0
"beta_cos[García, Adolis]",-0.411,0.144,-0.683,-0.148,0.001,0.002,15295.0,4948.0,1.0
"beta_cos[Goodrum, Niko]",-0.415,0.219,-0.827,-0.009,0.002,0.003,15969.0,6245.0,1.0
"beta_cos[Smith, Pavin]",-0.388,0.193,-0.763,-0.036,0.002,0.002,15595.0,5545.0,1.0
"beta_cos[Marisnick, Jake]",-0.312,0.172,-0.635,0.008,0.001,0.002,15244.0,5847.0,1.0
"beta_cos[Kepler, Max]",-0.459,0.203,-0.86,-0.099,0.002,0.003,13257.0,5946.0,1.0
"beta_cos[White, Eli]",-0.362,0.194,-0.747,-0.008,0.002,0.002,14181.0,5607.0,1.0
"beta_cos[Allen, Greg]",-0.424,0.209,-0.802,-0.016,0.002,0.003,15287.0,6024.0,1.0
"beta_cos[Tapia, Raimel]",-0.437,0.198,-0.815,-0.073,0.002,0.002,17075.0,6270.0,1.0
"beta_cos[Profar, Jurickson]",-0.334,0.223,-0.768,0.082,0.002,0.003,15758.0,5614.0,1.0
"beta_cos[Laureano, Ramón]",-0.103,0.154,-0.39,0.187,0.001,0.002,14598.0,5386.0,1.0
"beta_cos[Pollock, AJ]",-0.451,0.2,-0.838,-0.085,0.002,0.002,17341.0,6395.0,1.0
"beta_cos[Oliva, Jared]",-0.378,0.228,-0.785,0.066,0.002,0.003,16116.0,5637.0,1.0
"beta_cos[Mercado, Óscar]",-0.449,0.21,-0.838,-0.054,0.002,0.003,16026.0,5559.0,1.0
"beta_cos[Celestino, Gilberto]",-0.393,0.162,-0.705,-0.1,0.001,0.002,14308.0,5887.0,1.0
"beta_cos[Tauchman, Mike]",-0.52,0.17,-0.846,-0.204,0.001,0.002,15397.0,6266.0,1.0
"beta_cos[Harrison, Monte]",-0.368,0.224,-0.796,0.043,0.002,0.003,15300.0,6000.0,1.0
"beta_cos[Reddick, Josh]",-0.426,0.225,-0.848,-0.016,0.002,0.003,14664.0,6322.0,1.0
"beta_cos[Fairchild, Stuart]",-0.479,0.166,-0.797,-0.169,0.001,0.002,17489.0,5438.0,1.0
"beta_cos[Bruján, Vidal]",-0.333,0.222,-0.744,0.1,0.002,0.003,16524.0,5962.0,1.0
"beta_cos[Freeman, Mike]",-0.392,0.228,-0.811,0.062,0.002,0.003,13572.0,6187.0,1.0
"beta_cos[O'Grady, Brian]",-0.388,0.234,-0.812,0.067,0.002,0.003,16013.0,6074.0,1.0
"beta_cos[Parra, Gerardo]",-0.431,0.223,-0.849,-0.025,0.002,0.003,13336.0,5838.0,1.0
"beta_cos[Inciarte, Ender]",-0.447,0.204,-0.813,-0.032,0.002,0.003,15083.0,5277.0,1.0
"beta_cos[Trammell, Taylor]",-0.354,0.191,-0.699,0.019,0.001,0.003,18772.0,5867.0,1.0
"beta_cos[Locastro, Tim]",-0.467,0.205,-0.849,-0.081,0.002,0.003,13334.0,5112.0,1.0
"beta_cos[Heath, Nick]",-0.461,0.221,-0.891,-0.05,0.002,0.003,12729.0,5219.0,1.0
"beta_cos[Heineman, Scott]",-0.394,0.228,-0.801,0.056,0.002,0.003,17482.0,6117.0,1.0
"beta_cos[Ramírez, Harold]",-0.401,0.21,-0.804,-0.017,0.002,0.003,15811.0,6254.0,1.0
"beta_cos[Canha, Mark]",-0.476,0.211,-0.866,-0.071,0.002,0.003,14916.0,5960.0,1.0
"beta_cos[Williams, Mason]",-0.4,0.227,-0.844,0.015,0.002,0.003,17031.0,5303.0,1.0
"beta_cos[García, Avisaíl]",-0.315,0.225,-0.717,0.113,0.002,0.003,15347.0,5543.0,1.0
"beta_cos[Mateo, Jorge]",-0.351,0.217,-0.76,0.055,0.002,0.003,15325.0,6041.0,1.0
"beta_cos[Thomas, Dillon]",-0.421,0.23,-0.866,0.0,0.002,0.003,15352.0,5512.0,1.0
"beta_cos[Garlick, Kyle]",-0.378,0.223,-0.79,0.042,0.002,0.003,15705.0,6195.0,1.0
"beta_cos[Lewis, Kyle]",-0.261,0.194,-0.629,0.094,0.002,0.003,15578.0,5740.0,1.0
"beta_cos[Maybin, Cameron]",-0.443,0.232,-0.875,-0.009,0.002,0.003,16806.0,5185.0,1.0
"beta_cos[Harrison, Josh]",-0.396,0.231,-0.834,0.04,0.002,0.003,15204.0,5661.0,1.0
"beta_cos[Luplow, Jordan]",-0.353,0.206,-0.743,0.035,0.002,0.003,18777.0,5677.0,1.0
"beta_cos[Jones, JaCoby]",-0.6,0.193,-0.952,-0.228,0.002,0.002,13702.0,5767.0,1.0
"beta_cos[Torreyes, Ronald]",-0.396,0.229,-0.842,0.014,0.002,0.003,15580.0,5341.0,1.0
"beta_cos[Hoerner, Nico]",-0.406,0.231,-0.838,0.031,0.002,0.003,12780.0,6073.0,1.0
"beta_cos[Castro, Harold]",-0.412,0.211,-0.803,-0.015,0.002,0.003,14280.0,6444.0,1.0
"beta_cos[Barrera, Luis]",-0.381,0.226,-0.811,0.042,0.002,0.003,16071.0,5864.0,1.0
"beta_cos[Andreoli, John]",-0.374,0.229,-0.803,0.06,0.002,0.003,13682.0,5076.0,1.0
"beta_cos[Berti, Jon]",-0.35,0.223,-0.756,0.068,0.002,0.003,15814.0,6134.0,1.0
"beta_cos[Trout, Mike]",-0.536,0.125,-0.771,-0.301,0.001,0.001,17868.0,5831.0,1.0
"beta_cos[LaMarre, Ryan]",-0.39,0.227,-0.841,0.015,0.002,0.003,14919.0,6072.0,1.0
"beta_cos[Senzel, Nick]",-0.249,0.156,-0.541,0.049,0.001,0.002,14065.0,4984.0,1.0
"beta_cos[Rosario, Amed]",-0.509,0.223,-0.93,-0.082,0.002,0.003,15670.0,5152.0,1.0
"beta_cos[Adrianza, Ehire]",-0.37,0.228,-0.793,0.064,0.002,0.003,17656.0,5698.0,1.0
"beta_cos[Acuña Jr., Ronald]",-0.379,0.23,-0.794,0.056,0.002,0.003,13308.0,5717.0,1.0
"beta_cos[Dahl, David]",-0.388,0.23,-0.825,0.035,0.002,0.003,14866.0,5627.0,1.0
"beta_cos[Hicks, Aaron]",-0.477,0.15,-0.763,-0.201,0.001,0.002,17392.0,6002.0,1.0
"beta_cos[Difo, Wilmer]",-0.343,0.227,-0.773,0.076,0.002,0.003,14591.0,5602.0,1.0
"beta_cos[Quinn, Roman]",-0.427,0.205,-0.813,-0.049,0.002,0.003,15838.0,5439.0,1.0
"beta_cos[Pham, Tommy]",-0.345,0.2,-0.722,0.039,0.002,0.003,15236.0,5709.0,1.0
"beta_cos[Schebler, Scott]",-0.432,0.224,-0.86,-0.023,0.002,0.003,17119.0,5664.0,1.0
"beta_cos[Kingery, Scott]",-0.401,0.23,-0.828,0.041,0.002,0.003,15060.0,5628.0,1.0
"beta_cos[Fowler, Dustin]",-0.444,0.216,-0.836,-0.019,0.002,0.003,16030.0,5749.0,1.0
"beta_cos[Hurst, Scott]",-0.389,0.233,-0.807,0.065,0.002,0.003,15912.0,6068.0,1.0
"beta_cos[Alford, Anthony]",-0.36,0.218,-0.784,0.032,0.002,0.003,17767.0,5684.0,1.0
"beta_cos[Haggerty, Sam]",-0.356,0.221,-0.783,0.047,0.002,0.003,14785.0,5673.0,1.0
"beta_cos[Haseley, Adam]",-0.311,0.212,-0.698,0.103,0.002,0.003,14284.0,6022.0,1.0
"beta_cos[Wade Jr., LaMonte]",-0.382,0.225,-0.817,0.033,0.002,0.003,13851.0,5756.0,1.0
"beta_cos[Arozarena, Randy]",-0.438,0.228,-0.878,-0.015,0.002,0.003,12203.0,5104.0,1.0
"beta_cos[Owings, Chris]",-0.374,0.228,-0.786,0.057,0.002,0.003,15084.0,5894.0,1.0
"beta_cos[Robson, Jacob]",-0.393,0.221,-0.803,0.026,0.002,0.003,14599.0,5969.0,1.0
"beta_cos[Harris II, Michael]",-0.627,0.118,-0.856,-0.414,0.001,0.001,14175.0,5682.0,1.0
"beta_cos[Rodríguez, Julio]",-0.586,0.117,-0.802,-0.37,0.001,0.001,16951.0,6215.0,1.0
"beta_cos[DeLuzio, Ben]",-0.443,0.217,-0.845,-0.028,0.002,0.003,13950.0,5893.0,1.0
"beta_cos[Morel, Christopher]",-0.076,0.186,-0.435,0.259,0.002,0.002,11032.0,5761.0,1.0
"beta_cos[Siani, Michael]",-0.525,0.161,-0.83,-0.228,0.001,0.002,14840.0,6191.0,1.0
"beta_cos[Waters, Drew]",-0.305,0.175,-0.632,0.024,0.002,0.002,12293.0,5691.0,1.0
"beta_cos[Bae, Ji Hwan]",-0.303,0.188,-0.678,0.03,0.002,0.003,15454.0,5236.0,1.0
"beta_cos[Greene, Riley]",-0.521,0.143,-0.784,-0.25,0.001,0.002,13058.0,5340.0,1.0
"beta_cos[Nootbaar, Lars]",-0.449,0.164,-0.77,-0.156,0.001,0.002,15995.0,5816.0,1.0
"beta_cos[Gore, Terrance]",-0.368,0.225,-0.809,0.039,0.002,0.003,13648.0,6233.0,1.0
"beta_cos[Call, Alex]",-0.455,0.178,-0.776,-0.113,0.002,0.002,12045.0,5968.0,1.0
"beta_cos[Bleday, JJ]",-0.195,0.122,-0.419,0.043,0.001,0.002,13805.0,5789.0,1.0
"beta_cos[Mitchell, Garrett]",-0.595,0.187,-0.972,-0.268,0.002,0.002,15107.0,6068.0,1.0
"beta_cos[Almonte, Abraham]",-0.27,0.227,-0.697,0.153,0.002,0.003,11643.0,5366.0,1.0
"beta_cos[Thompson, Bubba]",-0.307,0.206,-0.702,0.065,0.002,0.003,12469.0,5941.0,1.0
"beta_cos[Velázquez, Nelson]",-0.356,0.198,-0.745,-0.002,0.002,0.003,14536.0,5345.0,1.0
"beta_cos[Benson, Will]",-0.403,0.184,-0.746,-0.047,0.002,0.003,14196.0,5518.0,1.0
"beta_cos[Contreras, Mark]",-0.355,0.218,-0.762,0.062,0.002,0.003,15542.0,5694.0,1.0
"beta_cos[Azócar, José]",-0.569,0.193,-0.924,-0.201,0.002,0.002,13249.0,6203.0,1.0
"beta_cos[Payton, Mark]",-0.409,0.225,-0.83,0.012,0.002,0.003,15748.0,4841.0,1.0
"beta_cos[Carroll, Corbin]",-0.237,0.145,-0.512,0.032,0.001,0.002,14303.0,6490.0,1.0
"beta_cos[Kreidler, Ryan]",-0.391,0.229,-0.825,0.036,0.002,0.003,14257.0,5734.0,1.0
"beta_cos[Brennan, Will]",-0.378,0.214,-0.755,0.04,0.002,0.003,12496.0,5852.0,1.0
"beta_cos[Thomas, Alek]",-0.543,0.117,-0.772,-0.332,0.001,0.001,13207.0,6282.0,1.0
"beta_cos[Suwinski, Jack]",-0.457,0.133,-0.7,-0.206,0.001,0.002,15619.0,5845.0,1.0
"beta_cos[Moore, Dylan]",-0.39,0.214,-0.772,0.031,0.002,0.003,15370.0,5859.0,1.0
"beta_cos[O'Neill, Tyler]",-0.513,0.204,-0.909,-0.143,0.002,0.003,16614.0,5624.0,1.0
"beta_cos[Wisdom, Patrick]",-0.421,0.226,-0.84,-0.0,0.002,0.003,12723.0,5574.0,1.0
"beta_cos[Castro, Willi]",-0.34,0.175,-0.661,0.004,0.001,0.002,14437.0,5784.0,1.0
"beta_cos[Aguilar, Ryan]",-0.402,0.229,-0.831,0.023,0.002,0.003,15209.0,5437.0,1.0
"beta_cos[Merrifield, Whit]",-0.4,0.205,-0.785,-0.01,0.002,0.003,16646.0,5991.0,1.0
"beta_cos[Burdick, Peyton]",-0.274,0.219,-0.692,0.14,0.002,0.003,13618.0,5705.0,1.0
"beta_cos[Stevenson, Cal]",-0.472,0.202,-0.86,-0.103,0.002,0.002,15632.0,6610.0,1.0
"beta_cos[Cordero, Franchy]",-0.39,0.228,-0.83,0.032,0.002,0.003,16103.0,5220.0,1.0
"beta_cos[Myers, Wil]",-0.461,0.225,-0.876,-0.036,0.002,0.003,14921.0,6003.0,1.0
"beta_cos[Bernard, Wynton]",-0.258,0.216,-0.654,0.147,0.002,0.003,14777.0,5586.0,1.0
"beta_cos[Eaton, Nate]",-0.413,0.212,-0.808,-0.021,0.002,0.003,13432.0,6212.0,1.0
"beta_cos[Davis, Jaylin]",-0.435,0.228,-0.901,-0.031,0.002,0.003,16336.0,5678.0,1.0
"beta_cos[Johnson, Bryce]",-0.435,0.212,-0.833,-0.024,0.002,0.003,12613.0,5997.0,1.0
"beta_cos[Frazier, Adam]",-0.389,0.232,-0.845,0.037,0.002,0.003,16395.0,5822.0,1.0
"beta_cos[Lowe, Josh]",-0.426,0.213,-0.838,-0.042,0.002,0.003,14540.0,5903.0,1.0
"beta_cos[Ruiz, Esteury]",-0.385,0.16,-0.687,-0.081,0.001,0.002,16225.0,5839.0,1.0
"beta_cos[Sánchez, Jesús]",-0.213,0.17,-0.525,0.106,0.002,0.002,11553.0,6283.0,1.0
"beta_cos[Gallo, Joey]",-0.404,0.221,-0.828,0.012,0.002,0.003,14969.0,6338.0,1.0
"beta_cos[McCutchen, Andrew]",-0.396,0.226,-0.829,0.017,0.002,0.003,14228.0,6017.0,1.0
"beta_cos[Madris, Bligh]",-0.409,0.227,-0.842,0.016,0.002,0.003,12786.0,5966.0,1.0
"beta_cos[Crook, Narciso]",-0.371,0.227,-0.792,0.073,0.002,0.003,15438.0,5329.0,1.0
"beta_cos[Kwan, Steven]",-0.383,0.222,-0.803,0.031,0.002,0.003,14242.0,6023.0,1.0
"beta_cos[Lopez, Otto]",-0.401,0.225,-0.81,0.033,0.002,0.003,17818.0,5352.0,1.0
"beta_cos[Lee, Khalil]",-0.388,0.225,-0.832,0.021,0.002,0.003,13842.0,5807.0,1.0
"beta_cos[Swaggerty, Travis]",-0.352,0.227,-0.778,0.07,0.002,0.003,14611.0,5630.0,1.0
"beta_cos[Strange-Gordon, Dee]",-0.396,0.23,-0.816,0.054,0.002,0.003,12735.0,5145.0,1.0
"beta_cos[Lewis, Royce]",-0.401,0.226,-0.826,0.034,0.002,0.003,16067.0,5241.0,1.0
"beta_cos[Hicklen, Brewer]",-0.393,0.225,-0.836,0.02,0.002,0.003,16763.0,6083.0,1.0
"beta_cos[Blanco, Dairon]",-0.246,0.197,-0.626,0.113,0.002,0.003,14777.0,5636.0,1.0
"beta_cos[Edman, Tommy]",-0.149,0.173,-0.46,0.187,0.002,0.002,12486.0,5534.0,1.0
"beta_cos[Heyward, Jason]",-0.445,0.194,-0.801,-0.071,0.002,0.003,14258.0,5675.0,1.0
"beta_cos[Whitefield, Aaron]",-0.393,0.23,-0.803,0.065,0.002,0.003,11644.0,6302.0,1.0
"beta_cos[González, Luis]",-0.38,0.223,-0.797,0.028,0.002,0.003,13585.0,6301.0,1.0
"beta_cos[McDonald, Mickey]",-0.389,0.228,-0.791,0.065,0.002,0.003,16537.0,5348.0,1.0
"beta_cos[Muzziotti, Símon]",-0.354,0.225,-0.77,0.081,0.002,0.003,13790.0,5315.0,1.0
"beta_cos[Rojas, Johan]",-0.359,0.145,-0.621,-0.073,0.001,0.002,15053.0,5672.0,1.0
"beta_cos[Frelick, Sal]",-0.457,0.194,-0.841,-0.104,0.002,0.003,15855.0,5725.0,1.0
"beta_cos[Chisholm Jr., Jazz]",-0.297,0.136,-0.557,-0.054,0.001,0.002,13375.0,6017.0,1.0
"beta_cos[Outman, James]",-0.426,0.136,-0.682,-0.173,0.001,0.002,14703.0,5994.0,1.0
"beta_cos[Fitzgerald, Tyler]",-0.339,0.21,-0.745,0.044,0.002,0.003,14542.0,5378.0,1.0
"beta_cos[Meadows, Parker]",-0.633,0.172,-0.963,-0.315,0.002,0.002,11887.0,5446.0,1.0
"beta_cos[Doyle, Brenton]",-0.84,0.127,-1.083,-0.608,0.001,0.001,12962.0,6640.0,1.0
"beta_cos[Rafaela, Ceddanne]",-0.004,0.161,-0.302,0.304,0.002,0.002,11410.0,6135.0,1.0
"beta_cos[Abreu, Wilyer]",-0.275,0.213,-0.673,0.124,0.002,0.003,13385.0,5699.0,1.0
"beta_cos[Butler, Lawrence]",-0.477,0.201,-0.848,-0.093,0.002,0.003,13769.0,6012.0,1.0
"beta_cos[Wall, Forrest]",-0.391,0.227,-0.81,0.051,0.002,0.003,14885.0,5457.0,1.0
"beta_cos[Young, Jacob]",-0.211,0.142,-0.467,0.065,0.001,0.002,14857.0,5476.0,1.0
"beta_cos[Perkins, Blake]",-0.484,0.161,-0.781,-0.186,0.001,0.002,14450.0,6548.0,1.0
"beta_cos[Adell, Jo]",-0.462,0.224,-0.876,-0.03,0.002,0.003,15883.0,5796.0,1.0
"beta_cos[McNeil, Jeff]",-0.382,0.228,-0.831,0.039,0.002,0.003,14064.0,5820.0,1.0
"beta_cos[Crow-Armstrong, Pete]",-0.417,0.157,-0.706,-0.12,0.001,0.002,13860.0,5867.0,1.0
"beta_cos[Canario, Alexander]",-0.39,0.233,-0.819,0.064,0.002,0.003,13702.0,5600.0,1.0
"beta_cos[Kiner-Falefa, Isiah]",-0.416,0.206,-0.828,-0.048,0.002,0.003,16259.0,5468.0,1.0
"beta_cos[Matos, Luis]",-0.409,0.175,-0.73,-0.077,0.001,0.002,15019.0,5608.0,1.0
"beta_cos[Carter, Evan]",-0.274,0.224,-0.672,0.174,0.002,0.003,16369.0,5522.0,1.0
"beta_cos[Paris, Kyren]",-0.391,0.228,-0.833,0.029,0.002,0.003,12685.0,5940.0,1.0
"beta_cos[Wiemer, Joey]",-0.417,0.162,-0.72,-0.116,0.001,0.002,17319.0,5841.0,1.0
"beta_cos[Raley, Luke]",-0.321,0.213,-0.71,0.091,0.002,0.003,17689.0,5805.0,1.0
"beta_cos[Myers, Dane]",-0.343,0.204,-0.732,0.038,0.002,0.002,13846.0,5962.0,1.0
"beta_cos[Domínguez, Jasson]",-0.363,0.225,-0.788,0.059,0.002,0.003,14923.0,5383.0,1.0
"beta_cos[Jones, Nolan]",-0.358,0.221,-0.784,0.051,0.002,0.003,17134.0,5345.0,1.0
"beta_cos[Meckler, Wade]",-0.342,0.226,-0.756,0.086,0.002,0.003,15951.0,5778.0,1.0
"beta_cos[Colás, Oscar]",-0.376,0.223,-0.789,0.058,0.002,0.003,12102.0,5764.0,1.0
"beta_cos[Velazquez, Andrew]",-0.393,0.227,-0.806,0.035,0.002,0.003,16015.0,5899.0,1.0
"beta_cos[Rengifo, Luis]",-0.387,0.219,-0.794,0.024,0.002,0.003,14170.0,6133.0,1.0
"beta_cos[Palacios, Richie]",-0.491,0.223,-0.923,-0.095,0.002,0.003,14033.0,5033.0,1.0
"beta_cos[Marlowe, Cade]",-0.383,0.224,-0.817,0.017,0.002,0.003,12617.0,5826.0,1.0
"beta_cos[Adams, Jordyn]",-0.387,0.218,-0.8,0.021,0.002,0.003,13155.0,6108.0,1.0
"beta_cos[McKinstry, Zach]",-0.41,0.225,-0.853,-0.012,0.002,0.003,15488.0,5239.0,1.0
"beta_cos[Martínez, J.P.]",-0.389,0.222,-0.814,0.025,0.002,0.003,12608.0,5582.0,1.0
"beta_cos[Ramos, Heliot]",-0.258,0.178,-0.603,0.074,0.002,0.002,11610.0,5515.0,1.0
"beta_cos[Cowser, Colton]",-0.434,0.195,-0.782,-0.053,0.002,0.002,11712.0,5668.0,1.0
"beta_cos[McKinney, Billy]",-0.331,0.227,-0.754,0.104,0.002,0.003,16278.0,6066.0,1.0
"beta_cos[Cabbage, Trey]",-0.393,0.23,-0.831,0.024,0.002,0.003,16885.0,6174.0,1.0
"beta_cos[DeLuca, Jonny]",-0.48,0.193,-0.833,-0.104,0.002,0.003,13825.0,5621.0,1.0
"beta_cos[Fletcher, Dominic]",-0.401,0.185,-0.746,-0.054,0.001,0.002,18620.0,5626.0,1.0
"beta_cos[Frazier, Clint]",-0.361,0.222,-0.761,0.068,0.002,0.003,15526.0,5642.0,1.0
"beta_cos[Guthrie, Dalton]",-0.374,0.21,-0.781,0.007,0.002,0.003,14021.0,5990.0,1.0
"beta_cos[Wisely, Brett]",-0.317,0.212,-0.735,0.069,0.002,0.003,13552.0,5883.0,1.0
"beta_cos[Short, Zack]",-0.426,0.225,-0.841,-0.004,0.002,0.003,14760.0,6230.0,1.0
"beta_cos[Edwards, Xavier]",-0.466,0.224,-0.893,-0.056,0.002,0.003,15298.0,6159.0,1.0
"beta_cos[Cabrera, Oswaldo]",-0.331,0.228,-0.77,0.085,0.002,0.003,14997.0,6081.0,1.0
"beta_cos[Lukes, Nathan]",-0.369,0.225,-0.8,0.046,0.002,0.003,12637.0,5964.0,1.0
"beta_cos[Sosa, Edmundo]",-0.396,0.231,-0.853,0.01,0.002,0.003,13770.0,4822.0,1.0
"beta_cos[Pages, Andy]",-0.348,0.177,-0.684,-0.032,0.001,0.002,14224.0,5849.0,1.0
"beta_cos[Merrill, Jackson]",-0.485,0.152,-0.768,-0.203,0.001,0.002,14675.0,5586.0,1.0
"beta_cos[Keirsey Jr., DaShawn]",-0.342,0.221,-0.755,0.088,0.002,0.003,15621.0,5410.0,1.0
"beta_cos[Cruz, Oneil]",-0.419,0.216,-0.82,-0.016,0.002,0.003,17095.0,5882.0,1.0
"beta_cos[McCray, Grant]",-0.44,0.192,-0.798,-0.077,0.002,0.002,15703.0,5500.0,1.0
"beta_cos[Pérez, Wenceel]",-0.403,0.213,-0.811,-0.012,0.002,0.003,16967.0,5134.0,1.0
"beta_cos[Clase, Jonatan]",-0.335,0.226,-0.753,0.09,0.002,0.003,13139.0,5942.0,1.0
"beta_cos[Lockridge, Brandon]",-0.408,0.228,-0.832,0.023,0.002,0.003,13995.0,5844.0,1.0
"beta_cos[Cook, Billy]",-0.388,0.226,-0.803,0.048,0.002,0.003,13893.0,5515.0,1.0
"beta_cos[Sanoja, Javier]",-0.396,0.228,-0.822,0.019,0.002,0.003,13046.0,5831.0,1.0
"beta_cos[Stowers, Kyle]",-0.395,0.217,-0.79,0.018,0.002,0.003,15610.0,5412.0,1.0
"beta_cos[Martin, Austin]",-0.411,0.19,-0.759,-0.039,0.002,0.002,15838.0,5525.0,1.0
"beta_cos[Loperfido, Joey]",-0.369,0.214,-0.785,0.025,0.002,0.003,14080.0,5739.0,1.0
"beta_cos[Wilson, Weston]",-0.412,0.229,-0.832,0.029,0.002,0.003,17150.0,5474.0,1.0
"beta_cos[Scott II, Victor]",-0.503,0.189,-0.854,-0.144,0.001,0.002,16935.0,5861.0,1.0
"beta_cos[Langford, Wyatt]",-0.515,0.218,-0.926,-0.104,0.002,0.003,15387.0,6104.0,1.0
"beta_cos[Dunn, Blake]",-0.406,0.228,-0.835,0.033,0.002,0.003,15988.0,6265.0,1.0
"beta_cos[Crews, Dylan]",-0.436,0.225,-0.857,-0.008,0.002,0.003,12449.0,5550.0,1.0
